article,content,target
孩子们在做游戏。, ,0
"我们有幸住在圣人当年住的房子隔壁,一切都很朴素。我坐在地毯上发微博,傍边有一古老的电风扇在转着,气温38度。", ,0
阿博都巴哈曾住过的房间。, ,0
1912年倡导人类一家的圣人阿博都巴哈曾来到这里－美国Green Acre。照片是他曾经住过的房子。, ,0
广告：《波士堂》之潘石屹先生节目播出时间第一财经首播：7月24日 21：00 重播：次周六 7：00 / 11：15, ,0
"有买我们房子和租我们房子的朋友们,请查看网站上的资料：http://t.cn/apAjtp  ,以免销售人员的口误或描述的偏差,影响您的决策。网站上的数据是我们公司各个部门反复核实的。", ,0
"这两天与朋友们在纽约吃饭,都会谈到邓文迪护夫。谈到＂虎妈＂和＂虎妻＂。我们是不是很八卦？", ,0
在航空母舰上。, ,0
美国核潜艇上的核弹。, ,0
中央公园中的鲜花。, ,0
中央公园男女老少都在跑步、骑车。, ,0
在纽约锻炼的气氛中不跑步都不好意思。, ,0
"发几张在纽约中央公园人们锻炼的照片,激励我们锻炼的积极性。", ,0
纽约的早晨每个人都在锻炼。, ,0
"天亮了,在纽约中央公园。", ,0
"天水的每种水果都很好吃,尤其是香瓜和西瓜,都成熟到＂瓜熟地落＂的地步,运输不到外地。天水最出名的花牛苹果比这些瓜果差多了。前两天在天水除了吃两碗桨水面外全吃水果了。美国的水果（除樱桃外）都不好吃,马上上飞机去美国,怀念家乡的水果。", ,0
"妹夫买了一部相机,问我如何照相。我：第一步是学会使用光圈、速度和感光度,尤其是感光度。然后用眼发现美,用心去感受。照片要有故事,要有内容。不要放在A档,尽量不用闪光灯。不要照千篇一律、模式化、到此一游的照片。", ,0
“人与人的关系都是人与上帝的关系。”这是谁说的？怎么也想不起来了。谁知道？, ,0
"身体回到了北京,心和思绪仍在家乡的村子里。许多的事只能在心中、在祈祷中、在对话中、在一次又一次的验证中、在梦中。亲人们、朋友们、乡亲们带来了对妈妈的怀念,用各种方式表达对妈妈的爱。我代表妈妈的在天之灵向你们磕头了,让我长久匍伏在地上感谢你们。", ,0
"昨天下午在妈妈的墓地祈祷,天很热。叔叔说,前天天很凉快,今天怎么就这样热呢？一会儿凉风吹了过来。一会儿天全黑了,刮起了大风,下起了大暴雨。村上几颗大树被连根拨起,其中一颗大树砸坏了一辆卡车。雨停后太阳又出来了,我们开车看到邻村一滴雨也没有下。爸爸说是隔垄雨。但我心里觉得很奇异。", ,0
"在村上遇到一同学说与我同桌。我怎么也想不起来。他说,那时你性格内向不说话,我也内向不说话,两人没有说过多少话。我问他现在干什么？他说当老师。现在他不内向了,我也不内向了。", ,0
"从村子里回到了北京城。从大碗喝酒、大口吃肉的村子到城里,一切都显得很精致。", ,0
"为了拍这张照片,我掉到水里。石头上的青苔很滑,好在保护住了照相机。", ,0
"过去走出天水,非常的不容易,一直是望不到头的大山。现在公路修通了。", ,0
"家乡的每一棵树好像都与我有一种特殊的关系,特别的感情。", ,0
"家乡每种草我都能叫出名字,但都不会写,是方言。也都知道能不能吃,吃起来是什么味道。", ,0
"孩子：＂您走时离别的痛苦,慢慢地被怀念的恬静、踏实、安全的感觉所替代。这是你的爱。＂妈妈：＂我所有的孩子们,我天天都在注视着你们,我对你们的爱就是保护。＂孩子：＂在梦里常与您相遇。怀念您是我们最大的安慰。＂妈妈：＂别为我担心。这里没有黑暗,只有光明。这里没有仇恨,只有爱。＂", ,0
"《与妈妈的对话》 妈妈：＂孩子们,你们所做的一切,我都看得清清楚楚,但我讲话的声音你们听不到,用心去感受吧！＂ 孩子：＂我们能看到你,看到了你的脸庞,看到您永远的笑容。＂ 妈妈：＂爱把我和你们连在一起,让我们永远不分离,永远走不丢。＂", ,0
"妈妈走了3年了,今天我们来看她。这三年,每次与妈妈的对话,都让我更深刻理解生命的永恒和灵魂的本质。", ,0
"天水,我的故乡。欢迎大家来！晚安！", ,0
"爬到仙人崖顶峰,我的心脏达到了170次／分钟。有一段腐朽的木头,这可能是神仙住过的房子。", ,0
"小时候,村上人说,仙人崖的泉水叫甘露水,能消灾治病,还能帮女人怀孕。我的六婶（我们叫六妈）曾带来过这种水,我尝过。今天我是第一次来仙人崖,发现甘露水的门锁上了。", ,0
"我登到仙人崖的山顶,只有神仙住的房子,没有看到神仙。", ,0
"甘肃天水的仙人崖,据说,这山顶上住着神仙。过去路不通,来的人很少。去年一条12公里长的隧道打通了。欢迎大家来我的家乡－甘肃天水麦积区。希望与我家乡有关的朋友把这条微博转起来,让更多的真正的了解天水。", ,0
"我给麦积山的旅游纪念品拍了张照片,老板一定要罚钱。我问。罚多少？她说,50元。另一个老板说情,别罚了,他在帮你宣传呢。我们用天水方言讲,但我听的懂。", ,0
"我们全家到北京后,我带妈妈去过一次麦积山,我们只到了山下,因她坐轮椅没有办法上去。山还是这座山,但妈妈已经走三年了。", ,0
"小时候,妈妈常对我说,等你长大了,妈妈带你去麦积山、仙人崖和石门。等我长大了,妈妈瘫痪了。后来到了北京。再后来妈妈去世了,明天是妈妈去世三周年的忌日。", ,0
"我的家乡在甘肃天水麦积区,小时候总是望着南边的这片山发呆,村上的人说,南山里住着神仙。", ,0
"踏上故乡的土地,我的心变的敏感了,一草一木,一山一水都让我心动。离开这里时还小,没有经历爱情苦涩的考验。看到一切都是那样纯洁、美好。", ,0
"中原一带黄河泛滥后,人们只有一个目标西上,玄奘就是西上逃荒人群中一员。甘肃人遇到灾荒只有一个目标向东,一直向东,翻秦岭,过宝鸡,到八百里秦川的陕西去。现在目标太多,选择太多,容易不专注,需要指引。", ,0
今天＜参考消息＞。, ,0
"“要独立探求真理。因为盲从过去会妨碍心智发展。然而,一旦每个人都在探求真理,社会就将摆脱老是重复过去的愚昧现象。”", ,0
"晚上请@陈志武 教授和朋友们吃饭。我问,为什么最近你不写微博？他说,上微博心情不好,受不了穷人总被欺负,我也是穷人家出身。心里真是受不了。", ,0
今天我开始练拳击了。, ,0
"多年前的一个夏天,一位领导给@任志强 说,你能不能闭嘴,三个月不说话。刚一星期社会上疯传@任志强 被抓起来了。任总请我在博客上给他辟谣,那年还没有微博。", ,0
"今天锻炼记录,体重也在一月一公斤的速度下降。", ,0
"这几天,我们公司相继取得了三个项目销售的许可证,马上就可以开盘销售了,彻底结束了上半年无房可售的状态,但利用这段时间调整了销售,试验了我们的租售平台,使我们的销售体系更有活力。#丹棱SOHO#是我们最先开始销售的项目,有兴趣的朋友们可以看一看。http://t.cn/apAjtp ", ,0
"有人说宗教信仰是文化,有人说是哲学。其实它是来自于超自然、神奇的力量,闭上眼每人都能感受到。", ,0
"社会进步不仅仅是楼房多高,火车多快。而在于人心的改变。人心的改变在于信仰。", ,0
"与宗教界的领导、前辈、学者在北京开会。在我前排,并排坐着佛教、基督教、伊斯兰教、道教的宗教领袖们。", ,0
"隐藏于远古存在,我仍知道你对我的爱。", ,0
"在长沙吃了两顿饭回到了北京。湖南菜有特点,辣,菜里有小骨头。", ,0
"室外空气测出的可吸入颗粒物375700个／升,相差1000倍。", ,0
"在长沙远大城,张跃总裁给我看他们净化器的效果可吸入颗粒为200多个／升空气。", ,0
"到了长沙,帮@任志强 他们华远楼盘亮相,活动开始了。解说词都很大,总是全球、全球的。", ,0
"多年前,对@任志强 的评价：“没事惹事；把别人的事当自己的事；把自己的事不当事。”@李念 事件至少应证了前两句。", ,0
"对@任志强 处理@李念 事件的两点建议：一、不应该公布客户的信息。虽然你在重庆,打电话找不到李念的房子,但不应该公布这些寻找的细节。二、不应该由你或华远出面处理,应该及时通知嘉里。你只是小股东,又没有管理权。假如你购买了中石油的股份,发生了漏油事件,你无权处理一样的道理。供任总参考。", ,0
"感谢SOHO中国的同事们,你们的努力让我们又有房可以卖了。中午请这几位同事吃饭了,其他同事都在忙着,下次再请吧！", ,0
"我们刚刚完成在中关村的#丹棱SOHO#的销售网站,肯定还有不少的瑕疵,请大家帮助我们完善,为了感谢提出建设性意见的朋友,@SOHO中国 将送一本刚刚出版的、由我签名的《SOHO中国作品集》做为纪念。谢谢！http://t.cn/apAjtp ", ,0
"这是我们公司在中关村的#丹棱SOHO#。请大家上网或到现场批评指正,好让我们不断的提高、改进。http://t.cn/apAjtp ", ,0
"你的眼睛就是上帝的眼睛,用它去看。你的耳朵就是上帝的耳朵,用它去听。这样你的崇高地位就会得到见证。", ,0
"我梦想有一天新浪、搜狐、腾讯、网易所有的网站的微博都是互通的,这样微博的优势就更大了。你们哥几个什么时候坐一起商量一下这个提议。", ,0
"看到一则消息,一家上市的房地产公司以年息高达25%的成本融资,看看房地产缺钱缺到什么地步了？市场下一步会怎么样？", ,0
"昨日欧洲多国股市大幅下挫,意大利股市大跌4%,德国股市跌2.33%。中午香港上市的的地产股普遍下挫超过5％。", ,0
"这里并不遥远,但宁静,是与自己心对话的地方。http://t.cn/a0naeo ", ,0
"网友们揭露黑暗,要求正义、阳光、公平,任何正直人们（无论体制内还是体制外）都会心中为之一震,会得到他们同情和帮助。但要用文明语言。脏话、甚至用造谣的手段会将正义力量化为乌有。是在为黑暗势力帮忙。", ,0
"护士监测我的睡眠。她说,你做梦我能看到。我问,能看到梦的内容吗？她说,只能看到你在做梦,看不到内容。", ,0
